ip,https_token,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,prefix_suffix,shortening_service,domain_in_brand,brand_in_subdomain,brand_in_path,suspicious_tld,statistical_report,length_url,nb_dots,nb_hyphens,nb_qm,nb_and,nb_eq,nb_www,ratio_digits_url,char_repeat,shortest_word_host,longest_words_raw,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,status
0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,1,0.0,3,3,6,0,4.5,4.5,0.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,0.0,0,5,5,0,5.0,5.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,2,0,0,0,0,0,0.088235294,1,3,10,10,6.0,4.0,10.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,87,7,0,0,0,0,1,0.011494253,3,3,8,8,4.769230769,5.5,4.636363636,0,phishing
1,1,0,0,0,1,0,1,0,0,0,0,0,0,125,4,1,1,2,3,0,0.184,4,3,17,17,8.25,8.4,8.142857143,0,phishing
0,0,0,0,1,0,0,0,0,1,0,0,0,0,206,6,0,1,10,11,2,0.063106796,12,3,34,34,4.96875,4.5,5.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,0,0.059701493,0,12,14,14,9.8,12.0,9.25,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,1,0.055555556,3,3,20,0,11.5,11.5,0.0,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,60,2,1,0,0,0,1,0.0,3,3,15,8,6.0,9.0,4.8,3,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,2,0,0,0,0,0,0.0,1,6,6,0,6.0,6.0,0.0,0,legitimate
1,1,0,0,0,0,0,0,0,0,0,0,0,0,83,2,7,0,0,0,0,0.13253012,4,3,10,10,6.3,5.0,6.625,0,legitimate
1,0,0,0,0,0,0,0,0,1,0,0,0,0,61,2,0,1,1,2,0,0.147540984,2,5,11,7,5.25,8.0,4.333333333,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,1,0.0,4,3,9,0,6.0,6.0,0.0,0,legitimate
0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,3,2,0,0,0,0,0.012987013,2,16,16,7,5.6,16.0,4.444444444,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0.0,0,3,6,2,3.666666667,4.5,2.0,0,phishing
1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2,11,0,0,0,1,0.135416667,4,3,11,11,4.3125,4.5,4.285714286,0,legitimate
1,1,0,0,1,1,1,0,0,0,0,0,0,2,39,4,0,0,0,0,0,0.282051282,2,2,12,12,3.8,2.75,4.5,0,phishing
1,1,0,0,0,1,0,1,0,0,0,0,0,0,131,5,1,1,2,3,1,0.122137405,5,3,17,17,7.428571429,7.5,7.375,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,3,0,0,0,0,0.0,1,15,15,7,7.6,15.0,5.75,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0.157894737,0,1,5,0,3.0,3.0,0.0,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,0,1,0.0,3,3,12,6,5.0,7.5,3.75,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,2,1,0,0,0,0,0.0,1,12,12,7,5.625,12.0,4.714285714,3,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,0,0,0,1,0.0,4,3,18,12,7.857142857,10.5,6.8,0,phishing
0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,3,1,0,0,0,0,0.0,0,3,9,9,4.875,3.0,5.142857143,2,phishing
1,0,0,0,0,0,0,1,1,1,0,0,0,0,54,3,1,0,0,0,0,0.111111111,1,4,9,8,5.142857143,6.5,4.6,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0.0,1,7,7,0,7.0,7.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,1,1,0,0,0,0,37,2,0,0,0,0,0,0.108108108,0,8,15,0,11.5,11.5,0.0,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0.0,3,3,7,0,5.0,5.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,2,0,0,0,1,0.0,4,3,6,0,4.75,4.75,0.0,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,2,32,3,1,0,0,0,0,0.0,2,2,7,0,4.25,4.25,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0.0,0,7,7,5,6.0,7.0,5.0,0,phishing
0,1,0,0,0,0,0,1,1,0,0,0,0,0,59,2,2,0,0,0,1,0.0,3,3,10,7,6.0,6.5,5.8,0,legitimate
1,1,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,0,0,0,0,0.179104478,10,17,17,14,9.6,17.0,7.75,2,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,35,2,1,0,0,0,0,0.028571429,0,3,14,3,5.25,8.5,2.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,1,0.0,5,3,17,0,10.0,10.0,0.0,0,legitimate
1,1,0,0,0,0,0,0,0,0,0,0,0,0,105,2,0,0,0,1,1,0.266666667,3,3,75,75,22.25,5.0,39.5,0,phishing
1,1,0,0,1,1,0,0,0,0,1,0,0,0,121,8,3,1,0,1,0,0.198347107,3,2,32,32,6.466666667,4.666666667,9.166666667,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0.0,0,10,10,0,10.0,10.0,0.0,0,legitimate
1,1,0,0,0,0,0,0,1,0,0,0,0,0,46,4,1,0,0,0,0,0.195652174,1,1,11,7,5.0,5.25,4.5,2,phishing
0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,4,2,0,0,0,0,0.083333333,4,1,9,9,5.0,5.166666667,4.75,1,phishing
1,0,0,0,0,0,0,1,0,0,0,0,0,0,242,2,3,0,0,0,0,0.107438017,4,10,26,26,8.458333333,10.0,8.391304348,3,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0.0,0,7,7,5,6.0,7.0,5.0,1,phishing
0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,2,0,0,0,0,0,0.0,0,10,10,9,6.333333333,10.0,5.6,0,phishing
1,1,0,0,0,1,0,0,0,0,0,0,0,0,68,4,0,0,0,0,0,0.191176471,2,3,15,15,8.666666667,8.75,8.5,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,1,0.0,5,3,10,6,6.0,6.5,5.5,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,46,2,1,0,0,0,1,0.0,3,3,11,11,7.75,6.0,9.5,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,1,0.0,3,3,12,0,7.5,7.5,0.0,0,legitimate
1,1,0,0,1,1,1,0,0,0,0,0,0,2,21,3,0,0,0,0,0,0.476190476,0,1,3,3,2.5,2.5,2.5,0,phishing
0,1,0,0,0,0,0,0,0,0,1,0,0,0,38,5,0,0,0,0,0,0.0,1,2,8,0,4.4,4.4,0.0,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,3,8,0,0,0,0,0.0,0,6,12,12,6.0625,6.5,6.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0.0,2,13,13,5,7.0,13.0,4.0,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,34,2,1,0,0,0,1,0.0,4,3,8,5,5.0,5.5,4.5,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,1,0.0,3,3,13,0,8.0,8.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1,3,1,0,1,0,0.140350877,0,4,15,15,4.75,4.0,4.857142857,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,1,0.081632653,3,3,13,10,6.8,8.0,6.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,1,6,0,0,0,0,0.0,1,4,12,12,6.222222222,4.0,6.5,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0.0,1,5,8,0,6.5,6.5,0.0,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,1,4,0,0,0,0,0.0,0,11,11,8,6.571428571,11.0,5.833333333,0,legitimate
0,0,0,0,0,0,0,0,1,1,0,0,0,0,32,2,0,0,0,0,0,0.09375,1,8,10,0,9.0,9.0,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,3,6,0,0,0,1,0.0,3,3,7,7,4.0,3.75,4.166666667,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,4,0,0,0,0,0,0.0,1,4,9,9,6.0,5.666666667,6.25,0,legitimate
1,1,0,0,0,0,0,0,0,0,0,0,0,0,73,5,0,1,0,1,1,0.123287671,6,3,9,9,4.545454545,5.5,4.333333333,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,28,1,1,0,0,0,0,0.0,0,6,9,0,7.5,7.5,0.0,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,1,0.0,4,3,8,6,5.666666667,5.5,6.0,0,legitimate
0,1,0,0,0,0,0,0,1,0,0,0,0,0,34,2,0,0,0,0,1,0.0,4,3,9,8,6.666666667,6.0,8.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0.0,0,6,6,0,6.0,6.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,1,1,0,0,0,0,36,2,0,0,0,0,0,0.0,0,8,15,0,11.5,11.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,2,0,0,0,0,0,0.033898305,4,4,17,17,8.6,5.0,11.0,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,40,1,1,0,0,0,0,0.0,0,13,13,8,6.25,13.0,4.0,3,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0.051282051,0,5,9,9,6.0,6.5,5.5,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,3,5,0,0,0,1,0.0625,7,3,13,13,6.0,6.0,6.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,5,0,0,0,0,0,0.0,1,6,10,5,6.5,7.25,5.0,1,phishing
1,1,0,0,1,1,1,0,0,0,0,0,0,2,40,4,0,1,0,1,0,0.25,2,2,6,6,2.428571429,2.5,2.4,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,2,4,0,0,0,1,0.0,3,3,9,8,5.5,6.0,5.333333333,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,0,1,0.0,6,3,21,9,11.0,12.0,9.0,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,2,2,0,0,0,1,0.0,4,3,18,6,6.333333333,10.5,4.25,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,1,0.0,3,3,8,0,5.5,5.5,0.0,0,legitimate
0,1,0,0,1,0,0,1,0,0,0,0,0,0,106,3,7,0,0,0,1,0.009433962,8,3,17,17,5.857142857,6.333333333,5.727272727,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,41,2,1,0,0,0,1,0.0,3,3,10,7,5.2,6.5,4.333333333,2,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,2,0,0,0,0,0,0.0,0,2,14,14,7.25,5.5,9.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,0,0,0,1,0.058823529,4,3,4,4,3.8,3.5,4.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0.0,1,12,12,7,6.5,12.0,4.666666667,0,phishing
1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,1,0,1,1,0.204081633,5,3,10,10,6.6,6.0,7.0,0,legitimate
1,0,0,0,1,0,0,1,1,0,0,0,0,0,140,2,1,1,0,1,0,0.071428571,4,2,31,31,8.769230769,9.0,8.7,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,0,0,0,0,0.0,0,13,13,7,5.571428571,13.0,4.333333333,2,phishing
0,0,0,0,0,0,0,0,1,0,0,0,0,0,73,7,2,0,0,0,0,0.04109589,3,1,9,6,4.8,5.333333333,4.0,1,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,0,0.0,0,2,10,4,5.0,6.0,4.0,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,2,1,0,0,0,0,0.0,0,3,4,0,3.5,3.5,0.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,3,0,0,0,0,1,0.0,5,3,10,10,6.111111111,6.0,6.142857143,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,1,0.0,3,3,12,0,7.5,7.5,0.0,1,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,77,2,1,0,0,0,0,0.051948052,1,13,16,16,8.0,13.0,7.166666667,4,phishing
0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0.055555556,0,1,6,6,3.5,1.0,6.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0.0,0,3,4,0,3.5,3.5,0.0,0,phishing
0,0,0,0,0,0,0,1,0,0,0,0,0,0,147,9,1,2,0,2,0,0.040816327,3,3,19,19,5.333333333,4.0,5.473684211,0,phishing
0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,2,5,0,0,0,0,0.068965517,4,9,10,10,7.444444444,9.5,6.857142857,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,2,1,0,0,0,0,0.122596154,8,3,383,383,100.0,5.5,194.5,1,phishing
0,1,0,0,0,0,0,1,0,1,0,0,0,0,71,3,1,0,0,0,1,0.0,4,3,8,8,5.777777778,5.0,6.0,1,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,0,1,0.027027027,5,3,9,7,4.4,6.0,3.333333333,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,128,3,1,1,2,2,0,0.03125,1,5,15,15,6.3125,5.5,6.428571429,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,0,1,3,4,0,0.064935065,1,13,13,7,5.0,13.0,4.2,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,2,0,0,0,0,0,0.0,1,23,23,9,6.5,23.0,4.666666667,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0,0.0,1,5,9,9,5.142857143,5.5,5.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,1,0.0,4,3,10,0,6.5,6.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,0,0,0,0.01754386,1,14,14,10,7.8,14.0,6.25,1,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,1,0.0,3,3,15,0,9.0,9.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,1,0.0,3,2,3,0,2.5,2.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,2,0,0,0,1,0.0,6,2,9,4,4.0,4.666666667,3.333333333,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0.0,0,7,7,0,7.0,7.0,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0.0,0,5,8,0,6.5,6.5,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,7,0,0,0,0,0,0.057971014,6,3,16,0,7.428571429,7.428571429,0.0,0,phishing
1,0,0,0,0,1,0,1,0,0,0,0,0,0,126,4,1,1,2,3,0,0.126984127,2,3,17,17,8.25,8.4,8.142857143,0,phishing
1,1,0,0,0,1,0,1,0,0,0,0,0,0,127,4,1,1,2,3,0,0.118110236,8,3,17,17,7.769230769,8.4,7.375,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,2,1,0,1,0,0.014084507,1,4,10,10,5.555555556,4.0,5.75,0,phishing
0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,2,1,0,0,0,1,0.0,3,1,9,0,4.333333333,4.333333333,0.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,1,0.0,3,3,12,0,7.5,7.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,1,0.085714286,4,3,8,6,5.0,5.5,4.5,0,phishing
0,0,0,0,0,0,0,1,1,1,0,0,0,0,37,2,1,0,0,0,0,0.0,1,7,8,0,7.333333333,7.333333333,0.0,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,1,0.0,3,3,13,0,8.0,8.0,0.0,0,legitimate
1,1,0,0,0,0,0,1,0,0,0,0,0,0,98,2,2,0,0,0,1,0.255102041,7,3,32,32,7.8,7.0,8.142857143,2,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,2,5,0,0,0,1,0.0,6,3,13,9,5.75,8.0,5.0,0,legitimate
1,1,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,0,0,0.311688312,3,19,32,32,15.75,19.0,14.66666667,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0.045454545,3,5,13,13,10.0,8.5,13.0,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2,3,0,0,0,1,0.073529412,6,3,10,10,6.125,6.5,6.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,2,43,2,0,0,0,0,0,0.0,2,11,19,0,15.0,15.0,0.0,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0.0,0,8,8,0,8.0,8.0,0.0,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,73,3,1,0,0,0,0,0.0,1,4,8,7,4.166666667,6.0,3.555555556,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,0.0,1,7,9,8,6.666666667,8.0,6.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,0,0,0,1,0.0,4,3,10,5,5.25,6.5,4.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,415,2,1,0,0,0,0,0.125301205,7,1,383,383,100.0,5.5,194.5,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0.0,0,12,12,0,12.0,12.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,1,0,0,0,0,0,262,13,0,0,0,0,0,0.148854962,6,5,29,15,13.76470588,16.5,7.2,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,2,2,0,0,0,0,0.0,3,5,43,0,16.25,16.25,0.0,0,phishing
0,1,0,0,0,0,0,0,1,1,0,0,0,0,35,2,0,0,0,0,0,0.0,0,8,14,0,11.0,11.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,2,0,0,0,0,0,0.0,0,2,9,5,5.0,5.5,4.666666667,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,1,0.0,4,3,7,3,3.75,5.0,2.5,0,phishing
0,0,0,0,0,0,0,1,0,0,0,0,0,0,46,1,1,0,0,0,0,0.02173913,0,18,18,8,7.5,18.0,4.0,2,phishing
0,1,0,0,0,0,0,0,1,0,0,0,0,0,51,2,0,0,0,0,0,0.0,61,9,29,0,19.0,19.0,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,3,2,0,0,0,0,0.0,2,4,10,0,6.5,6.5,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,1,0.0,6,3,15,0,9.0,9.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0.0,1,2,15,15,8.333333333,5.0,15.0,0,legitimate
0,1,0,0,0,0,0,0,0,1,0,0,0,0,24,2,1,0,0,0,0,0.0,1,2,6,0,3.666666667,3.666666667,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,2,0,0,0,0,0,0.0,0,6,11,0,8.5,8.5,0.0,0,legitimate
0,1,0,0,1,0,0,0,0,0,0,0,0,0,52,2,1,0,0,0,0,0.0,1,5,9,9,6.0,6.0,6.0,1,legitimate
1,1,0,0,1,1,1,0,0,0,0,0,0,2,78,4,0,1,2,3,0,0.128205128,2,2,16,16,4.1875,2.25,4.833333333,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,5,0,0,0,0,0,0.0,2,8,11,11,5.714285714,8.0,5.333333333,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,0,0,1,0.0,3,3,9,4,4.0,6.0,3.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,0,1,0.0,6,3,6,6,4.285714286,4.0,4.4,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,1,0.0,4,3,17,7,9.0,10.0,7.0,0,legitimate
1,0,0,0,0,0,0,1,0,0,0,0,0,0,79,3,1,0,0,0,1,0.151898734,5,3,15,15,4.75,4.5,4.8,4,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,2,0,0,0,1,0.0,3,2,6,0,3.75,3.75,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,0,0,0,0,1,0.0,3,3,28,0,15.5,15.5,0.0,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,27,1,1,0,0,0,0,0.0,0,5,7,2,4.666666667,6.0,2.0,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,74,2,5,0,0,0,0,0.0,0,6,9,9,6.111111111,7.5,5.714285714,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,1,0,0,0,0.0,0,4,7,5,4.5,5.5,4.0,0,phishing
1,1,0,0,0,0,0,1,0,0,0,0,0,0,96,2,1,0,0,0,0,0.208333333,0,10,32,32,8.555555556,10.0,8.375,3,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,1,0,0,0,1,0.0,3,3,9,0,6.333333333,6.333333333,0.0,0,legitimate
