url,accessible,status
http://www.genome.jp/tools/motif/,TRUE,legitimate
https://www.shrunken.com/url_redirector.php?url=a6yT8,TRUE,phishing
http://www.seattle.gov/tech/initiatives/broadband,TRUE,legitimate
https://mail-services-appid-2374562.symphonykauharus.com/session/?view=login&appIdKey=f035b7dc0a0921f&country=US,FALSE,phishing
http://jazzymaid.com/css/s/dbcryptsi/dbdrives/365i,FALSE,phishing
http://officialbankofamericabankingsystem.purepanic99.repl.run,FALSE,phishing
http://en.rfwiki.org/wiki/Close_Up_Foundation,TRUE,legitimate
http://www.allbestmessages.co/sms-text-messages/Hello-Sms.php,TRUE,legitimate
https://prth.talkincat.com/rk?ef=ZH9wlG9ma2Kcla92k2ppaJWkYsBxj2o/jean-marc.boudreau@andritz.com,FALSE,phishing
http://avitishospital.com/admin/uploads/Ledirect.php,FALSE,phishing
http://videoslol.webcindario.com/app/facebook.com/?lang=de&amp;key=oBlM1NHRCkL4kZbAnv07z80SdfmvYIVhgKxUPwSNRe2KkcH7JBc8iRKizZhWZV2ngNpVd4OJWXvURSpXpR1uFXynD7FrUWEobr6yha5QSgwI7QfKse2ZI0GmGWRC99q3VnWbZE7n2mCun12T4SNLlKDELceL7b6aVuK8xwOrqjF5mLTGjBZDip3EcG4hjR1nZSDHbaOt,TRUE,phishing
https://www.vassallo.com.ar/modules/mailchimpintegration/translations/scriptac.html,FALSE,phishing
http://emailfilter-update.sitebeat.site/,TRUE,phishing
http://www.dictionary.com/browse/lan,TRUE,legitimate
http://secure.netaugusta.com/order/docs/ricky/,FALSE,phishing
https://www.geeksaresexy.net/,TRUE,legitimate
https://www.wetzlar-tennis.de/,TRUE,legitimate
https://www.autoobsessed.com/,TRUE,legitimate
http://cdgfss.edu.hk,TRUE,legitimate
http://www.marketingteacher.com/segmentation/,TRUE,legitimate
https://gtecham.com/wp-admin/includes/daum/Daum/Daum.php,FALSE,phishing
https://www.suedstrahl.de/,TRUE,legitimate
https://my-site262.yolasite.com/,FALSE,phishing
http://www.pacom.com/contact/,TRUE,legitimate
https://lansparpofa1987.blogspot.be,TRUE,phishing
https://www.barryplant.com.au/,TRUE,legitimate
https://en.wikipedia.org/wiki/Firewall_(computing),TRUE,legitimate
http://ruasepicas.pt/paypal.com.update.account.confirmation.billing.information,FALSE,phishing
https://onedrive.live.com/?authkey=%21AG7v3K%5Fv%5Fvmx0wU&amp;cid=2022B4D58B052264&amp;id=2022B4D58B052264%21709&amp;parId=root&amp;o=OneUp,TRUE,phishing
http://gruposdefreefire.000webhostapp.com/,FALSE,phishing
http://my3.uk-verifyid.com,FALSE,phishing
https://definitions.uslegal.com/t/transaction-account-guarantee-program/,TRUE,legitimate
http://eden.it-guys.net.nz/wp-content/languages/plugins/ugh/Entrar/Login/succure/ID-NUMB372/myaccount/signin/?country.x=US&locale.x=en_US,FALSE,phishing
https://rebrand.ly/zitln6v,TRUE,phishing
http://www.nicasiabank.com/,TRUE,legitimate
http://www.unisonsouthayr.org.uk/index.html,TRUE,phishing
http://www.simplyhired.com/salaries-k-railroad-switchman-jobs.html,TRUE,legitimate
http://www.exforsys.com/tutorials/networking/mesh-topology.html,TRUE,legitimate
http://paypal.com.0.security-confirmation.3408b8d8a758db7c66b435a2c13352e4.as2.2u.se/,TRUE,phishing
https://povpiizwrzydwqhgbswsizfqhfxryolkbata-dot-gl494903049.wl.r.appspot.com/,FALSE,phishing
http://diyaudioprojects.com/Power/DIY-Shielded-RCA-Interconnect-Cables/,TRUE,legitimate
https://en.wikipedia.org/wiki/Smith_%26_Wesson_Bodyguard_380,TRUE,legitimate
https://trv.no/,TRUE,legitimate
https://math.dartmouth.edu/archive/m54x12/public_html/m54lecture14.pdf,TRUE,legitimate
http://1artemisbet.blogspot.com,FALSE,phishing
https://en.wikipedia.org/wiki/Insecticide,TRUE,legitimate
https://www.applytracking.com/,TRUE,legitimate
http://www.thefreedictionary.com/tor,TRUE,legitimate
http://apuwa.com/blog/profile/name.html,TRUE,phishing
https://ticonme.es/Sharep01nt_Access_Drive03/Acrobat_Reader_87yui45jt89dISEFHEWHE78t7hoite9U09Y7_office365/MicrosFt/4439683265f9b15786a58bd6ca5bfa25/,FALSE,phishing
https://www-cwbank.com/en/business,FALSE,phishing
http://www.dummies.com/education/math/geometry/how-to-determine-the-area-of-sectors-and-segments-of-a-circle/,TRUE,legitimate
https://www.lovetheedit.com/postnewo/www.dropbox.com/1223/d29759e928f2454418734c9fa877646d,TRUE,phishing
http://apple.com.aieuv.cn/mim/4u220j18s43i590rr8485m4e85v375gbm903392982898s7926.html,FALSE,phishing
https://www.dissernet.org/,TRUE,legitimate
https://workprotocoles-com.webs.com/,TRUE,phishing
http://www.vg247.com/2017/04/24/best-nintendo-switch-games/,TRUE,legitimate
https://www.facebook.com/Publictransporthub/,TRUE,legitimate
https://lt.mydplr.com/16672ac75448ecdb528e1c663c0df3a7-f10ed321df1a4fbc893c86fbb12f0913,TRUE,phishing
http://vitahaus.com.br/wp-admin/css/colors/blue/Dropbox/main.html,FALSE,phishing
http://ark.intel.com/products/family/2469/Intel-Gigabit-Ethernet-Network-Connection,TRUE,legitimate
https://www.discogs.com/artist/372-Spacetime-Continuum,TRUE,legitimate
http://www.assignmentpoint.com/business/marketing-business/11039.html,TRUE,legitimate
http://www.heinzreber.net/homeflash1.html,TRUE,phishing
http://www.siteglimpse.com/automationalley.com,TRUE,legitimate
https://adnanboz.wordpress.com/2012/01/06/how-to-set-up-amazon-ec2-windows-gpu-instance-for-nvidia-cuda-development/,TRUE,legitimate
http://www.peoplemakingplaces.com/includes/Support/En/log/signin/customer_center/customer-IDPP00C644/myaccount/signin,TRUE,phishing
http://sheetdownload.com/,TRUE,legitimate
http://www.dmega.co.kr/dmega/data/qna/sec/page.php?email=ZmFpdGhAc2VtYW50aWMuaW5mbw==,TRUE,phishing
http://www.answers.com/Q/What_are_the_sizes_of_computer_memory,TRUE,legitimate
http://www.fontspace.com/category/blackletter,FALSE,legitimate
http://www.budgetbots.com/server.php/Server%20update/index.php?email=USER@DOMAIN.com,FALSE,phishing
https://www.facebook.com/Interactive-Television-Pvt-Ltd-Group-M-100230523435650/photos/?ref=page_internal,TRUE,legitimate
http://www.mypublicdomainpictures.com/,TRUE,legitimate
http://174.139.46.123/ap/signin?openid.pape.max_auth_age=0&amp;openid.return_to=https%3A%2F%2Fwww.amazon.co.jp%2F%3Fref_%3Dnav_em_hd_re_signin&amp;openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&amp;openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&amp;&amp;ref_=nav_em_hd_clc_signin,FALSE,phishing
