url,accessible,status
http://mno.naomigoff.com/Apollo/bc28a52c2070ca93176244f59e1f19c6,TRUE,phishing
http://xh167894743.el.r.appspot.com/,FALSE,phishing
http://dichvuvnpt.com/home/components/com_user/bbtonline.html,FALSE,phishing
https://answers.yahoo.com/question/index?qid=20060914152716AAZTOSo,TRUE,legitimate
https://www.chiostrodelbramante.it/,TRUE,legitimate
http://www.j-net.cn/cms,TRUE,legitimate
http://press-preview.weebly.com,TRUE,legitimate
http://realestateinvestordatabase.com/wp-content/plugins/portfolio-cpt/tax/login.php,FALSE,phishing
http://vufd.hyperphp.com/amzn,TRUE,phishing
http://www.courgeon-immobilier.fr/wp-content/uploads/2019/07/tpg/9ac6ba30463d0fb7974c06843717284c/,TRUE,phishing
http://taccs.hu,TRUE,legitimate
http://wiki.openstreetmap.org/wiki/Databases_and_data_access_APIs,TRUE,legitimate
https://grassform-my.sharepoint.com/:b:/g/personal/accounts_grassform_co_uk/EYsmX_DhwSVAlooW1ETKf50BIChCl1rrAfmqvTLvySTLQQ?e=UbjoWA,TRUE,phishing
https://www.merriam-webster.com/dictionary/tabloid,TRUE,legitimate
http://hotmailsecure.brilliantbokeh.com/HotmailNEW/,FALSE,phishing
https://www.bls.gov/oes/current/oes292035.htm,TRUE,legitimate
http://vaportotal.net/catalog/language/english/product/special/index.php?cid=474fe1ba8fa8cfd26e81532c7baac4a1&amp;SSID=d2b816c9e8292c96546684e342c2e77cd27f39cf,FALSE,phishing
https://www.123formbuilder.com/form-4850478/,TRUE,phishing
https://sura.careervidi.com/mot?fg=Z4Nwk2pibWKclbF2k29kaHd1YKCWjJyepKZdaXy0j2lj/koenig-sandra@online.de,FALSE,phishing
http://phan.thuchao.free.fr/Hao/YouTube/ba.htm,FALSE,phishing
https://ru.wikipedia.org/wiki/MultiMedia_Card,TRUE,legitimate
http://www.astroresidential.co.uk/application/data/,FALSE,phishing
http://www.nakamistrad.com/aa/test.php,FALSE,phishing
http://www.shadetreetechnology.com/V4/validation/44ccd8b487c7fe797dc775e919236002,TRUE,phishing
http://searchnetworking.techtarget.com/tip/Comparisons-of-coaxial-cable-fiber-optic-cable-and-twisted-pair-cable,TRUE,legitimate
https://sites.google.com/site/ilyasdxih,TRUE,phishing
https://docs.google.com/forms/d/e/1FAIpQLSedi778KA_QpFW-6VseK02w_qghyAY4KrmhVAHDl-qBzUQytg/viewform,FALSE,phishing
https://www.provenancevineyards.com/our-wines,FALSE,legitimate
http://sharedpont77wwjxjx.df.r.appspot.com/wp-content/xp.php,FALSE,phishing
http://support.brother.com/g/s/id/pdf_pub/faq/faq002478/en/Scan_To_FTP.pdf,TRUE,legitimate
http://www.excel-easy.com/examples/shortest-path-problem.html,TRUE,legitimate
https://mailserver67187.uc.r.appspot.com,FALSE,phishing
http://www.storybookalpacas.com/account4/index2.html,TRUE,phishing
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,TRUE,phishing
http://stattrek.com/statistics/dictionary.aspx?definition=standard%20error,TRUE,legitimate
http://www.flaticon.com/free-icons/parking_403,TRUE,legitimate
http://www.bobsplans.com/FreeDownloads/RouterTable.pdf,TRUE,legitimate
http://baghira-wupperwolf.de/images/banners/bbtonline/,FALSE,phishing
https://en.wikipedia.org/wiki/NIC_Bank,TRUE,legitimate
http://www.history.com/topics/american-civil-war/gettysburg-address,TRUE,legitimate
http://izvilagkft.hu/wp-content/languages/.../redirect/com.htm,FALSE,phishing
http://sloaneandhyde.com/drs/new2015/document.php/index.css,TRUE,phishing
https://documentos.sfo2.digitaloceanspaces.com/ordem.html,FALSE,phishing
http://remontka.pro/mac-address/,TRUE,legitimate
http://www.motoincontroepoca.com/blog/profile/,FALSE,phishing
https://en.wikipedia.org/wiki/Gateway,TRUE,legitimate
http://elexusbettgiris4.blogspot.com,TRUE,phishing
http://electricitypak.com/fakt/css/data/16/index.php,FALSE,phishing
http://app66560000.blogspot.com/,FALSE,phishing
https://twitter.com/mimosagrillclt,TRUE,legitimate
http://www.calculate.co.il/,TRUE,legitimate
http://marketinghelper.com.au/themes/sports/wp-content/net/555183669058fb273008595a9393d628/,FALSE,phishing
http://www.whio.com/news/local/thief-breaks-into-save-lot-steals-steaks-dayton/dX1YgaOZ7zmj18bPd4tU6L/,TRUE,legitimate
https://www.markspcsolution.com/,TRUE,legitimate
https://www.mummyandmini.com/,TRUE,legitimate
http://interimmanagement.uk.com/wp-includes/js/chronopost.fr/suivi/accueil/infos/ifram2.php?Code_Smserror_tapnovcodeSms,FALSE,phishing
https://www.showplaceicon.com/Browsing/Cinemas/Details/8863,TRUE,legitimate
http://securityxploded.com/router-password-kracker.php,TRUE,legitimate
http://hidayat.uz/928375602332311ochttp3A2F2F2Fws2FISAPIdllFM2MContact26item3B14276952031324requestePPd3DwolandgioielliPPP26qidQ-jlc@amahousse.com.html,FALSE,phishing
http://www.ilovefreesoftware.com/16/featured/5-best-free-network-packet-sniffer.html,TRUE,legitimate
http://mne.edu.vn/wp-includes/Netflix/LoginID/index.php,FALSE,phishing
https://apshop.vn/,TRUE,legitimate
https://www.facebook.com/thekeyboardcat,TRUE,legitimate
https://www.soul-flower.com/,TRUE,legitimate
http://www.tech-faq.com/mms.html,TRUE,legitimate
http://sniz.porn,TRUE,legitimate
http://enerclim.com/cs/,TRUE,phishing
