ip,https_token,tld_in_path,abnormal_subdomain,prefix_suffix,shortening_service,suspicious_tld,statistical_report,length_url,length_hostname,nb_dots,nb_hyphens,nb_qm,nb_percent,nb_slash,nb_www,http_in_path,ratio_digits_url,ratio_digits_host,char_repeat,avg_words_raw,avg_word_host,avg_word_path,phish_hints,status
0,1,0,0,0,0,0,0,31,10,2,0,0,0,3,0,0,0.064516129,0.0,1,5.333333333,4.0,6.0,0,phishing
0,0,0,0,0,0,0,0,25,16,2,0,0,0,3,1,0,0.0,0.0,4,5.5,5.5,0.0,0,legitimate
0,1,0,0,0,0,0,0,51,23,3,0,1,0,4,0,0,0.019607843,0.0,1,6.6,8.0,5.666666667,0,phishing
0,0,0,0,0,1,0,0,31,22,2,0,0,0,3,1,0,0.0,0.0,3,8.5,8.5,0.0,0,legitimate
0,1,0,0,0,0,0,0,50,21,2,0,0,0,5,0,0,0.06,0.0,0,7.0,8.0,6.333333333,0,phishing
0,1,0,0,0,0,0,0,34,23,2,0,0,0,4,1,0,0.0,0.0,3,6.666666667,9.0,2.0,0,phishing
0,1,0,0,0,0,0,0,27,19,2,0,0,0,3,1,0,0.148148148,0.210526316,3,7.0,7.0,0.0,0,legitimate
0,1,0,0,1,0,0,0,63,14,3,2,0,0,7,1,0,0.0,0.0,3,5.25,3.5,5.833333333,0,legitimate
0,0,0,0,0,1,0,0,66,16,2,4,0,0,4,0,0,0.0,0.0,0,5.875,5.5,6.0,0,legitimate
0,1,0,0,0,0,0,0,40,11,2,0,0,0,5,0,0,0.1,0.0,0,5.0,7.0,4.5,0,phishing
0,1,0,0,1,0,0,0,48,16,1,3,0,0,4,0,0,0.0,0.0,0,5.333333333,5.5,5.25,0,legitimate
1,1,0,0,1,0,0,0,126,50,4,1,1,0,4,0,0,0.095238095,0.0,7,7.769230769,8.4,7.375,0,phishing
0,0,0,0,0,1,0,0,41,32,2,0,0,0,3,0,0,0.0,0.0,0,13.5,13.5,0.0,0,phishing
0,0,0,0,0,0,0,0,36,27,2,0,0,0,3,1,0,0.0,0.0,3,11.0,11.0,0.0,0,legitimate
0,1,1,0,0,0,0,0,72,24,2,7,0,0,5,1,0,0.0,0.0,5,4.545454545,4.25,4.714285714,0,legitimate
1,1,0,0,0,0,0,0,68,42,4,0,0,0,4,0,0,0.161764706,0.0,3,8.666666667,8.75,8.5,0,phishing
1,1,1,0,0,0,1,0,163,14,4,9,0,0,3,1,0,0.398773006,0.0,14,8.0,5.0,8.4,1,phishing
0,1,0,0,0,0,0,0,26,18,2,0,0,0,3,1,0,0.0,0.0,3,6.5,6.5,0.0,0,legitimate
1,1,0,0,0,0,0,0,64,17,2,0,0,0,4,0,0,0.34375,0.0,3,12.5,6.0,19.0,0,phishing
1,1,0,0,0,1,0,0,36,28,4,0,0,0,3,0,0,0.25,0.321428571,1,5.25,5.25,0.0,0,phishing
0,1,1,0,0,1,0,0,61,14,2,0,0,0,6,0,0,0.0,0.0,1,6.285714286,10.0,5.666666667,0,phishing
1,0,0,0,0,0,0,0,66,17,2,0,1,0,4,0,0,0.212121212,0.0,3,8.166666667,6.0,9.25,0,legitimate
0,0,0,0,0,0,0,0,35,26,2,0,0,0,3,1,0,0.0,0.0,3,11.0,11.0,0.0,0,legitimate
0,1,1,0,0,0,0,0,113,24,5,0,0,0,10,1,0,0.0,0.0,4,5.4375,20.0,4.466666667,0,phishing
0,1,0,0,0,0,0,0,41,34,2,4,0,0,2,0,0,0.0,0.0,3,4.166666667,4.166666667,0.0,0,legitimate
0,1,0,0,1,0,0,0,23,12,2,1,0,0,3,1,0,0.0,0.0,3,2.5,2.333333333,3.0,0,legitimate
0,1,0,0,0,0,0,0,31,24,2,1,0,0,2,0,0,0.0,0.0,2,6.0,6.0,0.0,1,legitimate
0,1,0,0,1,0,0,0,84,30,2,2,0,0,7,0,0,0.0,0.0,0,7.222222222,26.0,4.875,4,phishing
0,1,0,0,0,0,0,0,29,17,2,0,0,0,3,0,0,0.0,0.0,0,5.333333333,6.0,4.0,0,phishing
1,1,0,0,1,0,0,0,98,26,2,2,0,0,9,1,0,0.295918367,0.0,4,7.8,7.0,8.142857143,2,phishing
0,1,0,0,0,0,0,0,15,8,1,0,0,0,2,0,0,0.0,0.0,1,5.0,5.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,65,22,2,0,0,0,4,0,0,0.0,0.0,3,5.875,8.5,5.0,0,legitimate
0,0,0,0,1,1,0,0,131,27,2,1,1,0,7,0,0,0.030534351,0.0,6,7.428571429,7.0,7.545454545,0,phishing
0,0,0,0,1,0,0,0,50,23,2,1,0,0,4,1,0,0.0,0.0,4,6.8,5.666666667,8.5,0,legitimate
0,1,0,0,0,0,0,0,51,32,2,0,0,0,4,0,0,0.0,0.0,1,12.33333333,13.5,10.0,0,phishing
0,0,0,0,0,0,0,0,45,11,3,0,0,0,5,1,0,0.133333333,0.0,4,4.666666667,3.0,5.5,0,legitimate
1,1,0,0,0,0,0,0,159,14,2,0,1,0,8,0,0,0.270440252,0.0,4,11.41666667,10.0,11.54545455,0,phishing
1,0,0,0,1,0,0,0,44,22,2,1,0,0,4,1,0,0.227272727,0.136363636,3,7.0,8.5,5.5,0,phishing
0,0,0,0,0,0,0,0,103,19,3,1,1,0,4,0,0,0.077669903,0.0,2,9.222222222,7.0,9.857142857,0,phishing
0,1,0,0,0,0,0,0,46,20,4,0,0,0,5,0,0,0.0,0.0,1,4.285714286,5.0,3.75,0,phishing
0,0,0,0,0,0,0,0,45,16,2,0,0,0,4,0,0,0.0,0.0,0,5.8,5.5,6.0,0,legitimate
0,1,0,0,0,0,0,0,51,26,3,0,0,0,5,1,0,0.0,0.0,4,8.5,9.5,7.5,0,phishing
0,1,0,0,0,0,0,0,38,19,3,0,0,0,4,1,0,0.0,0.0,4,4.6,7.0,3.0,0,phishing
1,1,0,0,0,0,0,0,81,27,2,0,0,0,5,1,0,0.283950617,0.0,8,13.2,11.0,14.66666667,0,phishing
0,1,1,0,0,1,0,0,112,31,2,10,0,0,4,0,0,0.0,0.0,0,6.285714286,13.0,5.166666667,0,legitimate
0,0,0,0,0,0,0,0,39,16,2,0,0,0,4,0,0,0.0,0.0,1,6.0,5.5,6.5,2,phishing
0,0,0,0,0,0,0,0,99,15,2,2,0,0,7,0,0,0.080808081,0.0,2,7.0,5.0,7.444444444,1,phishing
0,0,0,0,0,0,0,0,45,27,2,1,0,0,3,1,0,0.0,0.0,3,7.5,11.0,4.0,0,legitimate
0,1,0,0,1,1,0,0,60,35,5,1,0,0,4,0,0,0.033333333,0.057142857,3,5.25,7.0,3.5,2,phishing
0,1,0,0,0,0,0,0,74,19,3,0,0,0,10,0,0,0.081081081,0.0,2,3.571428571,7.0,3.0,0,legitimate
0,1,0,0,1,0,0,0,61,18,3,3,0,0,4,1,0,0.0,0.0,3,5.375,4.0,6.2,0,legitimate
0,0,0,0,0,1,0,0,40,32,4,0,0,0,2,0,0,0.125,0.15625,1,6.25,6.25,0.0,0,phishing
0,1,0,0,0,0,0,1,52,24,3,0,0,0,4,1,0,0.038461538,0.0,5,7.4,9.5,6.0,0,phishing
0,0,1,0,0,1,0,0,88,24,7,1,0,0,4,0,0,0.0,0.0,3,6.0,6.0,6.0,0,phishing
0,1,0,0,0,0,0,0,74,12,2,0,1,1,4,0,0,0.027027027,0.0,2,8.142857143,8.0,8.166666667,0,legitimate
0,1,0,0,1,0,0,0,46,16,2,1,0,0,4,1,0,0.065217391,0.0,4,5.0,5.5,4.75,0,legitimate
0,1,0,0,0,0,0,0,54,17,3,0,0,0,4,1,0,0.0,0.0,4,7.8,6.0,9.0,0,legitimate
0,1,0,0,1,0,0,0,54,21,1,1,0,0,6,0,0,0.0,0.0,3,7.8,8.5,7.333333333,1,phishing
0,0,0,0,0,0,0,0,38,16,2,0,0,0,4,0,0,0.0,0.0,0,4.4,5.5,3.666666667,0,legitimate
0,1,0,0,0,0,0,0,67,15,2,3,0,0,5,1,0,0.0,0.0,6,6.125,5.0,6.5,0,legitimate
0,1,0,0,1,0,0,0,62,13,5,1,0,0,7,0,0,0.0,0.0,0,6.0,10.0,5.333333333,2,phishing
0,1,0,0,0,0,0,0,59,17,3,0,0,0,6,0,0,0.06779661,0.0,1,6.0,13.0,4.833333333,1,phishing
0,0,0,0,0,0,0,0,57,38,4,0,0,0,3,0,0,0.01754386,0.026315789,0,8.2,10.66666667,4.5,0,phishing
0,1,0,0,1,0,0,0,32,12,1,1,0,0,4,0,0,0.0,0.0,2,6.0,8.0,5.0,0,legitimate
0,1,0,0,0,0,0,0,46,25,2,0,0,0,5,1,0,0.0,0.0,3,7.75,10.0,5.5,0,phishing
0,0,0,0,0,0,0,0,37,16,2,0,0,0,4,0,0,0.0,0.0,0,5.5,5.5,5.5,0,legitimate
0,1,0,0,0,1,0,0,36,29,2,0,0,0,2,0,0,0.027777778,0.034482759,1,12.0,12.0,0.0,0,phishing
0,1,0,0,0,0,0,0,52,18,2,0,0,0,7,0,0,0.038461538,0.0,1,5.0,14.0,3.5,1,phishing
1,1,0,0,0,1,0,0,32,24,2,0,0,0,3,0,0,0.25,0.333333333,8,9.5,9.5,0.0,0,phishing
0,0,0,0,0,0,0,0,34,11,1,0,0,0,3,0,0,0.0,0.0,2,10.5,7.0,14.0,0,legitimate
0,1,0,0,0,0,0,0,27,19,3,0,0,0,3,1,0,0.0,0.0,3,6.0,6.0,0.0,0,legitimate
1,1,0,0,1,0,0,0,92,22,2,1,0,0,8,0,0,0.304347826,0.0,5,10.14285714,15.0,9.333333333,3,phishing
0,1,0,0,0,0,0,0,102,12,2,7,0,0,7,1,0,0.058823529,0.0,3,6.0,3.5,6.454545455,0,legitimate
0,0,0,0,0,0,0,0,32,23,2,0,0,0,3,1,0,0.0,0.0,3,9.0,9.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,29,20,2,0,0,0,3,1,0,0.0,0.0,4,7.5,7.5,0.0,0,legitimate
0,1,0,0,1,0,0,0,119,24,4,1,1,0,9,0,0,0.008403361,0.0,3,6.266666667,9.5,5.769230769,3,phishing
0,0,0,0,0,0,0,0,59,21,2,0,0,0,6,1,0,0.06779661,0.0,4,7.0,8.0,6.5,1,legitimate
0,1,0,0,0,0,0,0,54,19,2,2,0,0,3,0,0,0.0,0.0,1,7.8,15.0,6.0,0,legitimate
1,1,0,0,0,0,0,0,151,10,3,1,0,0,3,0,1,0.271523179,0.0,10,22.66666667,7.0,25.8,0,phishing
0,1,0,0,0,0,0,0,84,25,3,5,0,0,5,1,0,0.035714286,0.0,6,5.727272727,10.0,4.777777778,0,legitimate
0,1,0,0,1,0,0,0,55,10,3,1,0,0,6,0,0,0.0,0.0,0,5.0,3.0,5.333333333,3,phishing
0,0,0,0,0,0,0,0,18,9,1,0,0,0,3,0,0,0.0,0.0,0,6.0,6.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,39,16,2,0,0,0,3,1,0,0.0,0.0,4,8.333333333,5.5,14.0,0,legitimate
0,0,0,0,1,0,0,0,28,19,2,1,0,0,3,1,0,0.0,0.0,3,4.333333333,4.333333333,0.0,0,legitimate
0,1,0,0,1,0,0,0,32,16,3,1,0,0,3,1,0,0.0,0.0,4,3.4,3.333333333,3.5,0,legitimate
0,1,0,0,0,0,0,0,16,9,1,0,0,0,2,0,0,0.0,0.0,0,4.0,4.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,23,12,1,0,0,0,4,0,0,0.0,0.0,0,5.0,8.0,2.0,0,phishing
0,1,0,0,0,0,0,0,29,21,3,0,0,0,3,1,0,0.0,0.0,3,7.0,7.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,29,20,2,0,0,0,3,1,0,0.0,0.0,3,8.0,8.0,0.0,0,phishing
0,0,0,0,0,0,0,0,41,15,2,0,0,0,4,1,0,0.0,0.0,4,6.5,5.0,8.0,0,legitimate
0,0,0,0,0,1,0,0,22,6,1,0,0,0,3,0,0,0.181818182,0.0,0,5.0,3.0,7.0,0,phishing
0,1,0,0,0,0,0,0,52,14,3,0,0,1,5,1,0,0.038461538,0.0,4,5.0,4.5,5.2,0,phishing
0,1,0,0,0,0,0,0,38,20,3,0,0,0,6,1,0,0.026315789,0.0,3,4.4,8.0,2.0,0,phishing
0,0,0,0,0,0,0,0,30,21,3,0,0,0,3,1,0,0.0,0.0,3,6.5,6.5,0.0,0,legitimate
1,1,0,0,1,0,0,0,76,50,4,1,0,0,4,0,0,0.105263158,0.0,7,8.428571429,8.4,8.5,0,phishing
1,1,1,1,0,0,0,2,430,13,24,0,2,0,21,1,4,0.039534884,0.769230769,10,4.271604938,2.5,4.363636364,3,phishing
0,1,0,0,0,1,0,0,37,19,2,0,0,0,3,0,0,0.0,0.0,0,8.0,7.0,10.0,0,legitimate
0,1,0,0,0,0,0,0,73,23,3,5,0,0,3,0,0,0.068493151,0.0,3,6.0,9.0,5.142857143,0,legitimate
0,1,0,0,0,0,0,0,56,15,2,0,0,3,5,1,0,0.107142857,0.0,3,5.428571429,5.0,5.6,0,phishing
0,0,0,0,0,0,0,0,70,13,1,7,0,0,5,0,0,0.0,0.0,2,4.363636364,9.0,3.9,0,legitimate
0,1,0,0,0,0,0,0,70,20,3,0,0,0,5,0,0,0.0,0.0,1,7.714285714,8.0,7.6,0,phishing
0,1,0,0,1,0,0,0,52,19,2,1,0,0,5,1,0,0.076923077,0.0,3,6.0,7.0,5.5,0,legitimate
0,0,0,0,1,0,0,0,31,22,2,1,0,0,3,1,0,0.0,0.0,3,5.333333333,5.333333333,0.0,0,legitimate
1,0,1,0,0,1,0,0,90,19,4,0,0,0,6,2,0,0.244444444,0.0,12,8.875,7.0,9.5,1,phishing
1,1,1,0,0,0,0,0,45,15,3,0,0,0,5,0,0,0.155555556,0.0,1,5.0,5.5,4.75,0,legitimate
0,1,0,0,0,0,0,0,55,20,3,0,0,0,4,1,0,0.036363636,0.05,4,6.5,7.5,6.0,0,legitimate
0,1,0,0,0,0,0,0,65,12,3,2,0,0,6,1,0,0.076923077,0.166666667,4,5.75,3.5,6.5,0,phishing
0,1,0,0,1,0,0,0,41,33,2,1,0,0,3,0,0,0.073170732,0.090909091,4,9.0,9.0,0.0,0,phishing
1,0,0,0,1,0,0,0,71,25,2,1,1,0,4,0,0,0.169014085,0.0,0,6.5,10.0,5.333333333,0,phishing
0,0,0,0,0,0,0,0,83,16,2,0,1,0,7,0,0,0.072289157,0.0,2,7.875,5.5,8.666666667,1,phishing
1,1,0,0,1,0,0,0,73,18,1,1,0,0,5,0,0,0.342465753,0.0,1,14.5,14.0,14.66666667,0,phishing
0,1,0,0,0,0,0,0,44,30,2,2,0,0,3,0,0,0.204545455,0.1,1,5.8,5.75,6.0,0,phishing
0,1,0,0,1,0,0,0,114,16,4,1,1,0,8,1,1,0.052631579,0.0,8,7.5,5.5,7.9,2,phishing
1,0,0,0,1,0,0,0,127,50,4,1,1,0,4,0,0,0.157480315,0.0,2,7.769230769,8.4,7.375,0,phishing
0,1,0,0,0,0,0,0,99,20,4,0,1,0,4,0,0,0.070707071,0.0,4,8.888888889,7.5,9.285714286,0,phishing
0,1,0,0,1,0,0,0,56,20,2,1,0,0,7,1,0,0.0,0.0,3,5.428571429,4.666666667,6.0,1,phishing
0,0,0,0,0,0,0,0,51,17,3,0,0,0,4,1,0,0.0,0.0,3,7.0,6.0,7.666666667,0,legitimate
0,1,0,0,0,0,0,0,51,14,5,0,0,0,4,0,0,0.0,0.0,2,5.333333333,7.0,5.0,3,phishing
0,0,1,0,1,0,0,0,40,24,2,1,0,0,5,1,0,0.0,0.0,3,4.8,6.333333333,2.5,0,legitimate
0,1,0,0,0,0,0,0,33,14,3,0,0,0,6,1,0,0.0,0.0,3,3.0,3.5,2.666666667,1,phishing
0,0,1,0,0,0,0,0,88,20,2,5,0,0,6,0,0,0.0,0.0,3,6.6,7.5,6.375,0,legitimate
0,0,1,0,0,0,0,0,122,18,2,0,0,0,5,1,0,0.049180328,0.0,3,5.166666667,6.5,5.0,0,legitimate
0,1,0,0,0,0,0,0,53,20,3,0,0,0,4,1,0,0.0,0.0,3,7.6,7.5,7.666666667,0,legitimate
0,0,0,0,1,0,0,0,46,37,6,1,0,0,3,0,0,0.086956522,0.108108108,2,4.0,4.0,0.0,0,phishing
0,1,0,0,0,1,0,0,36,29,2,0,0,0,2,0,0,0.0,0.0,0,12.0,12.0,0.0,0,phishing
0,1,0,0,0,0,0,0,31,23,2,0,0,0,3,1,0,0.0,0.0,4,9.0,9.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,48,16,2,2,0,0,6,1,0,0.0,0.0,3,4.142857143,5.5,3.6,0,legitimate
0,0,1,0,0,0,0,0,101,6,2,0,1,0,5,0,0,0.0,0.0,0,7.272727273,3.0,7.7,1,phishing
0,1,0,0,0,0,0,0,41,19,3,0,0,0,4,1,0,0.0,0.0,4,5.2,7.0,4.0,0,legitimate
0,1,0,0,0,0,0,0,43,35,4,0,0,0,3,0,0,0.093023256,0.114285714,0,7.0,7.0,0.0,1,phishing
0,1,0,0,0,0,0,0,15,8,1,0,0,0,2,0,0,0.0,0.0,0,5.0,5.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,42,10,3,3,0,0,3,1,0,0.071428571,0.0,3,3.714285714,3.0,4.0,0,legitimate
0,1,0,0,0,0,0,0,51,15,1,3,0,0,4,0,0,0.0,0.0,1,7.0,11.0,6.0,0,legitimate
0,1,0,0,0,0,0,0,48,27,3,3,0,0,4,1,0,0.0,0.0,3,3.75,3.8,3.666666667,0,phishing
0,1,0,0,0,0,0,0,49,19,1,0,0,0,5,0,0,0.0,0.0,1,8.5,15.0,6.333333333,0,legitimate
0,0,0,0,1,0,0,0,25,13,1,1,1,0,3,0,0,0.0,0.0,0,3.0,4.0,1.0,0,phishing
0,0,0,0,0,1,0,0,49,15,2,2,0,0,5,1,0,0.020408163,0.0,3,4.428571429,5.0,4.2,0,legitimate
0,1,0,0,0,0,0,0,48,25,3,1,0,0,3,0,0,0.020833333,0.0,2,6.6,10.0,4.333333333,0,legitimate
0,1,1,0,1,0,0,0,108,25,4,1,1,1,6,1,0,0.037037037,0.0,4,7.166666667,10.0,6.6,3,phishing
0,1,0,0,0,0,0,0,39,20,2,0,0,0,4,0,0,0.0,0.0,2,8.666666667,17.0,4.5,0,phishing
0,1,0,0,0,0,0,0,80,20,4,3,0,0,5,1,0,0.0,0.0,4,6.444444444,6.0,6.571428571,0,legitimate
0,1,0,0,0,0,0,0,36,17,2,1,0,0,3,1,0,0.0,0.0,3,5.5,6.0,5.0,0,legitimate
0,0,0,0,1,0,0,0,28,19,2,1,0,0,3,1,0,0.0,0.0,4,4.666666667,4.666666667,0.0,0,legitimate
0,0,0,0,0,0,1,0,33,14,2,0,0,0,3,0,0,0.060606061,0.0,2,6.0,4.0,10.0,1,phishing
0,0,0,0,0,1,0,0,23,14,3,0,0,0,3,1,0,0.0,0.0,3,3.0,3.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,77,18,2,5,0,0,4,1,0,0.0,0.0,3,6.333333333,6.5,6.285714286,0,legitimate
1,0,0,0,0,0,0,0,342,19,5,6,0,8,5,1,0,0.415204678,0.0,17,9.9,5.5,10.21428571,1,phishing
0,0,0,0,1,0,0,0,38,29,2,1,0,0,3,0,0,0.131578947,0.172413793,1,7.666666667,7.666666667,0.0,0,phishing
0,1,0,0,0,0,0,0,73,22,2,5,0,0,4,1,0,0.0,0.0,3,6.0,8.5,5.285714286,2,legitimate
0,0,0,0,0,0,0,0,33,15,2,0,0,0,4,1,0,0.0,0.0,3,4.5,5.0,4.0,0,legitimate
0,1,0,0,0,0,0,0,67,17,3,1,0,0,6,1,0,0.0,0.0,5,5.333333333,6.0,5.142857143,0,phishing
0,0,0,0,0,0,0,0,39,18,2,0,0,0,4,0,0,0.051282051,0.0,0,6.0,6.5,5.5,0,legitimate
0,0,0,0,0,0,0,0,24,15,2,0,0,0,3,1,0,0.0,0.0,3,5.0,5.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,26,17,2,0,0,0,3,1,0,0.0,0.0,4,6.5,6.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,39,7,2,0,0,0,6,0,0,0.128205128,0.0,0,3.666666667,3.0,3.8,0,legitimate
1,1,0,0,1,0,0,2,62,22,3,1,0,0,3,1,0,0.35483871,0.0,5,9.6,4.0,32.0,0,phishing
0,1,0,0,0,0,0,0,41,13,2,1,0,0,4,0,0,0.0,0.0,1,5.2,9.0,4.25,2,phishing
0,0,0,0,0,1,0,0,40,31,2,0,0,0,3,0,0,0.0,0.0,0,13.0,13.0,0.0,0,phishing
0,1,0,0,1,0,0,0,51,26,3,2,0,0,3,1,0,0.0,0.0,3,5.833333333,6.666666667,5.0,0,legitimate
0,0,0,0,0,1,0,0,59,12,2,3,0,0,5,1,0,0.06779661,0.0,3,5.125,4.0,5.5,0,legitimate
0,0,0,0,0,0,0,0,50,20,3,0,0,0,5,1,0,0.0,0.0,3,5.5,7.5,4.5,0,legitimate
0,1,0,0,1,0,0,0,52,25,2,1,0,0,4,1,0,0.057692308,0.04,3,9.25,6.333333333,18.0,0,phishing
0,1,1,0,1,0,0,0,43,15,2,1,0,0,4,0,0,0.0,0.0,0,5.6,11.0,4.25,0,phishing
0,1,1,0,0,0,0,0,94,42,3,4,0,0,5,0,0,0.127659574,0.071428571,6,7.5,19.0,4.625,0,phishing
0,1,1,0,0,0,0,0,60,15,4,0,0,0,4,1,0,0.0,0.0,4,7.333333333,5.0,8.5,0,legitimate
0,1,0,0,0,0,0,0,18,11,1,0,0,0,2,0,0,0.0,0.0,0,6.0,6.0,0.0,0,legitimate
0,0,0,0,0,1,0,0,204,27,2,1,1,0,5,0,0,0.132352941,0.0,2,16.45454545,11.0,17.66666667,1,phishing
1,0,1,0,0,1,0,0,94,24,7,0,0,0,4,0,0,0.159574468,0.0,2,7.3,6.0,7.857142857,1,phishing
0,1,0,0,1,0,0,0,41,33,4,1,0,0,3,0,0,0.0,0.0,1,5.2,5.2,0.0,0,phishing
0,1,0,0,0,0,0,0,19,11,2,0,0,0,3,0,0,0.157894737,0.272727273,0,3.0,3.0,0.0,0,phishing
0,1,0,0,1,0,0,0,35,22,2,1,0,0,3,0,0,0.028571429,0.045454545,0,5.25,8.5,2.0,0,phishing
0,1,0,0,0,0,0,0,63,26,3,0,0,0,6,0,0,0.0,0.0,1,6.571428571,22.0,4.0,0,phishing
0,1,0,0,0,0,0,0,53,21,2,0,0,0,6,1,0,0.075471698,0.0,5,6.166666667,8.0,5.25,0,phishing
0,1,0,0,0,1,0,0,75,44,4,3,0,0,6,0,0,0.0,0.0,2,4.818181818,4.857142857,4.75,1,phishing
0,0,0,0,0,0,0,0,35,27,2,0,0,0,2,0,0,0.114285714,0.148148148,0,11.5,11.5,0.0,0,phishing
0,0,0,0,0,0,0,0,210,14,4,1,1,6,3,2,1,0.066666667,0.0,15,5.0,4.5,5.032258065,0,phishing
0,0,0,0,0,0,0,0,44,13,1,2,0,0,3,0,0,0.0,0.0,1,7.25,9.0,6.666666667,0,legitimate
1,1,0,0,0,0,0,0,150,40,5,0,1,0,4,0,0,0.486666667,0.0,17,18.71428571,8.25,32.66666667,0,phishing
0,1,0,0,0,0,0,0,39,22,3,1,0,0,4,1,0,0.0,0.0,3,5.75,8.5,3.0,0,phishing
0,1,0,0,1,0,0,0,64,15,2,1,0,0,9,1,0,0.0,0.0,3,5.0,5.5,4.857142857,2,phishing
1,0,0,0,0,0,0,0,106,20,4,4,1,0,7,1,0,0.160377358,0.0,6,5.642857143,6.5,5.5,0,phishing
0,0,0,0,0,0,0,2,34,20,2,0,0,0,4,0,0,0.0,0.0,0,6.666666667,8.0,4.0,0,phishing
0,0,0,0,0,0,0,0,65,16,2,0,0,0,4,0,0,0.0,0.0,1,5.0,5.5,4.857142857,0,legitimate
0,1,0,0,1,0,0,0,60,14,3,1,0,0,8,1,0,0.033333333,0.142857143,3,4.1,5.0,3.875,3,phishing
0,1,0,0,0,0,0,0,25,14,1,0,0,0,4,0,0,0.0,0.0,0,6.0,10.0,2.0,0,phishing
0,1,0,0,0,0,0,0,39,21,2,0,0,0,4,1,0,0.128205128,0.0,5,6.25,8.0,4.5,0,legitimate
0,1,1,0,1,0,0,0,38,15,3,1,0,0,4,1,0,0.0,0.0,3,3.833333333,3.333333333,4.333333333,0,legitimate
0,0,0,0,0,0,0,0,129,8,2,1,1,0,6,0,0,0.023255814,0.0,0,6.533333333,4.0,6.714285714,0,phishing
0,0,0,0,1,0,0,0,52,15,2,2,0,0,5,1,0,0.0,0.0,3,4.857142857,5.0,4.8,0,legitimate
1,1,1,1,0,0,0,2,30,14,3,0,0,0,4,0,0,0.366666667,0.785714286,2,3.222222222,2.75,3.6,0,phishing
0,0,0,0,0,0,0,0,33,24,2,0,0,0,3,0,0,0.0,0.0,4,9.5,9.5,0.0,0,legitimate
1,1,0,0,0,0,0,0,118,27,3,6,0,0,5,0,0,0.076271186,0.0,12,8.0,11.0,7.4,0,legitimate
0,1,0,0,0,0,0,0,27,20,1,1,0,0,2,0,0,0.0,0.0,0,8.0,8.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,78,16,3,0,0,0,9,0,0,0.166666667,0.0,5,4.230769231,5.5,4.0,0,legitimate
0,1,0,0,1,0,0,0,35,27,2,1,0,0,3,0,0,0.028571429,0.037037037,3,7.0,7.0,0.0,0,phishing
0,1,0,0,1,0,0,0,32,18,1,1,0,0,4,0,0,0.0,0.0,0,6.333333333,7.0,5.0,0,phishing
0,1,0,0,0,1,0,0,64,39,5,3,0,0,4,0,0,0.0625,0.102564103,2,4.4,5.0,3.5,2,phishing
