ip,https_token,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,prefix_suffix,shortening_service,domain_in_brand,brand_in_subdomain,brand_in_path,suspicious_tld,statistical_report,length_url,nb_dots,nb_hyphens,nb_qm,nb_and,nb_eq,nb_www,ratio_digits_url,char_repeat,shortest_word_host,longest_words_raw,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,status
1,0,0,0,0,0,0,1,0,0,0,0,0,0,44,2,1,0,0,0,1,0.227272727,3,3,14,7,7.0,8.5,5.5,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,1,1,0,1,0,0.077669903,2,4,44,44,9.222222222,7.0,9.857142857,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0.0,1,4,7,7,4.285714286,5.0,3.75,0,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,2,0,0,0,0,0,0.0,0,2,10,10,5.8,5.5,6.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,1,0.0,4,3,16,11,8.5,9.5,7.5,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,1,0.0,4,3,11,4,4.6,7.0,3.0,0,phishing
1,1,0,0,0,0,0,0,0,0,0,0,0,0,81,2,0,0,0,0,1,0.283950617,8,3,32,32,13.2,11.0,14.66666667,0,phishing
0,1,0,0,1,0,0,0,1,0,0,0,0,0,112,2,10,0,0,0,0,0.0,0,10,16,11,6.285714286,13.0,5.166666667,0,legitimate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,2,0,0,0,0,0,0.0,1,5,9,9,6.0,5.5,6.5,2,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,99,2,2,0,0,0,0,0.080808081,2,4,16,16,7.0,5.0,7.444444444,1,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,1,0,0,0,1,0.0,3,3,19,5,7.5,11.0,4.0,0,legitimate
0,1,0,0,0,0,0,1,1,0,0,0,0,0,60,5,1,0,0,0,0,0.033333333,3,1,18,7,5.25,7.0,3.5,2,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,3,0,0,0,0,0,0.081081081,2,7,9,9,3.571428571,7.0,3.0,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,61,3,3,0,0,0,1,0.0,3,3,8,8,5.375,4.0,6.2,0,legitimate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,4,0,0,0,0,0,0.125,1,1,15,0,6.25,6.25,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,1,52,3,0,0,0,0,1,0.038461538,5,3,16,8,7.4,9.5,6.0,0,phishing
0,0,0,0,1,0,0,0,1,1,0,0,0,0,88,7,1,0,0,0,0,0.0,3,5,10,10,6.0,6.0,6.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,2,0,1,0,1,0,0.027027027,2,8,10,10,8.142857143,8.0,8.166666667,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,46,2,1,0,0,0,1,0.065217391,4,3,8,7,5.0,5.5,4.75,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,0,0,1,0.0,4,3,13,13,7.8,6.0,9.0,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,54,1,1,0,0,0,0,0.0,3,7,10,9,7.8,8.5,7.333333333,1,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,2,0,0,0,0,0,0.0,0,2,9,4,4.4,5.5,3.666666667,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,2,3,0,0,0,1,0.0,6,3,10,10,6.125,5.0,6.5,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,62,5,1,0,0,0,0,0.0,0,10,10,9,6.0,10.0,5.333333333,2,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0.06779661,1,13,13,8,6.0,13.0,4.833333333,1,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,0,0,0,0,0.01754386,0,4,18,5,8.2,10.66666667,4.5,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,32,1,1,0,0,0,0,0.0,2,8,8,7,6.0,8.0,5.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,1,0.0,3,3,17,7,7.75,10.0,5.5,0,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,2,0,0,0,0,0,0.0,0,2,9,7,5.5,5.5,5.5,0,legitimate
0,1,0,0,0,0,0,0,1,1,0,0,0,0,36,2,0,0,0,0,0,0.027777778,1,8,16,0,12.0,12.0,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,0,0,0,0,0.038461538,1,14,14,5,5.0,14.0,3.5,1,phishing
1,1,0,0,0,0,0,0,1,1,0,0,0,0,32,2,0,0,0,0,0,0.25,8,8,11,0,9.5,9.5,0.0,0,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,1,0,0,0,0,0,0.0,2,7,14,14,10.5,7.0,14.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,1,0.0,3,3,9,0,6.0,6.0,0.0,0,legitimate
1,1,0,0,0,0,0,1,0,0,0,0,0,0,92,2,1,0,0,0,0,0.304347826,5,15,32,32,10.14285714,15.0,9.333333333,3,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,102,2,7,0,0,0,1,0.058823529,3,3,22,22,6.0,3.5,6.454545455,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,0,0,0,1,0.0,3,3,15,0,9.0,9.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,1,0.0,4,3,12,0,7.5,7.5,0.0,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,119,4,1,1,0,0,0,0.008403361,3,2,17,13,6.266666667,9.5,5.769230769,3,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2,0,0,0,0,1,0.06779661,4,3,13,8,7.0,8.0,6.5,1,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,2,2,0,0,0,0,0.0,1,15,15,8,7.8,15.0,6.0,0,legitimate
1,1,0,0,0,0,0,0,0,0,0,0,0,0,151,3,1,0,0,0,0,0.271523179,10,7,110,110,22.66666667,7.0,25.8,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,3,5,0,0,0,1,0.035714286,6,3,17,8,5.727272727,10.0,4.777777778,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,55,3,1,0,0,0,0,0.0,0,3,8,8,5.0,3.0,5.333333333,3,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0.0,0,6,6,0,6.0,6.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,2,0,0,0,0,1,0.0,4,3,14,14,8.333333333,5.5,14.0,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,2,1,0,0,0,1,0.0,3,3,6,0,4.333333333,4.333333333,0.0,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,32,3,1,0,0,0,1,0.0,4,3,4,4,3.4,3.333333333,3.5,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0.0,0,4,4,0,4.0,4.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0.0,0,8,8,2,5.0,8.0,2.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,1,0.0,3,3,11,0,7.0,7.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,0,0,1,0.0,3,3,13,0,8.0,8.0,0.0,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,1,0.0,4,3,11,11,6.5,5.0,8.0,0,legitimate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0,0.181818182,0,3,7,7,5.0,3.0,7.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,0,0,1,0.038461538,4,3,7,7,5.0,4.5,5.2,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0,0,1,0.026315789,3,3,13,3,4.4,8.0,2.0,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,1,0.0,3,3,10,0,6.5,6.5,0.0,0,legitimate
1,1,0,0,0,1,0,1,0,0,0,0,0,0,76,4,1,0,0,0,0,0.105263158,7,3,15,15,8.428571429,8.4,8.5,0,phishing
1,1,0,0,1,1,1,0,0,0,0,1,0,2,430,24,0,2,9,10,1,0.039534884,10,2,10,10,4.271604938,2.5,4.363636364,3,phishing
0,1,0,0,0,0,0,0,1,0,0,0,0,0,37,2,0,0,0,0,0,0.0,0,2,12,10,8.0,7.0,10.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,3,5,0,0,0,0,0.068493151,3,5,13,8,6.0,9.0,5.142857143,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0,0,0,0,1,0.107142857,3,3,9,9,5.428571429,5.0,5.6,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,7,0,0,0,0,0.0,2,9,9,7,4.363636364,9.0,3.9,0,legitimate
0,1,0,0,0,1,0,0,0,0,0,0,0,0,70,3,0,0,0,0,0,0.0,1,4,13,13,7.714285714,8.0,7.6,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,52,2,1,0,0,0,1,0.076923077,3,3,11,8,6.0,7.0,5.5,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,2,1,0,0,0,1,0.0,3,3,7,0,5.333333333,5.333333333,0.0,0,legitimate
1,0,0,0,1,0,0,0,1,0,0,1,0,0,90,4,0,0,0,0,2,0.244444444,12,3,32,32,8.875,7.0,9.5,1,phishing
1,1,0,0,1,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0.155555556,1,3,8,7,5.0,5.5,4.75,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,0,1,0.036363636,4,3,12,10,6.5,7.5,6.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,65,3,2,0,0,0,1,0.076923077,4,3,15,15,5.75,3.5,6.5,0,phishing
0,1,0,0,0,1,0,1,0,0,0,0,0,0,41,2,1,0,0,0,0,0.073170732,4,5,13,0,9.0,9.0,0.0,0,phishing
1,0,0,0,0,0,0,1,0,0,0,0,0,0,71,2,1,1,0,1,0,0.169014085,0,6,14,7,6.5,10.0,5.333333333,0,phishing
0,0,0,0,0,0,0,0,0,1,0,0,0,0,83,2,0,1,0,1,0,0.072289157,2,5,33,33,7.875,5.5,8.666666667,1,phishing
1,1,0,0,0,0,0,1,0,0,0,0,0,0,73,1,1,0,0,0,0,0.342465753,1,14,32,32,14.5,14.0,14.66666667,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,2,2,0,0,0,0,0.204545455,1,3,11,6,5.8,5.75,6.0,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,114,4,1,1,0,1,1,0.052631579,8,3,16,16,7.5,5.5,7.9,2,phishing
1,0,0,0,0,1,0,1,0,0,0,0,0,0,127,4,1,1,2,3,0,0.157480315,2,3,17,17,7.769230769,8.4,7.375,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,4,0,1,0,1,0,0.070707071,4,3,44,44,8.888888889,7.5,9.285714286,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,56,2,1,0,0,0,1,0.0,3,3,7,7,5.428571429,4.666666667,6.0,1,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,1,0.0,3,3,12,12,7.0,6.0,7.666666667,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,1,0,0,51,5,0,0,0,0,0,0.0,2,7,7,7,5.333333333,7.0,5.0,3,phishing
0,0,0,0,1,0,0,1,0,0,0,0,0,0,40,2,1,0,0,0,1,0.0,3,3,13,3,4.8,6.333333333,2.5,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,1,0.0,3,3,5,5,3.0,3.5,2.666666667,1,phishing
0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,2,5,0,0,0,0,0.0,3,7,9,9,6.6,7.5,6.375,0,legitimate
0,0,0,0,1,0,0,0,0,0,0,0,0,0,122,2,0,0,0,0,1,0.049180328,3,3,10,8,5.166666667,6.5,5.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,3,0,0,0,0,1,0.0,3,3,12,10,7.6,7.5,7.666666667,0,legitimate
0,0,0,0,0,1,0,1,0,0,0,0,0,0,46,6,1,0,0,0,0,0.086956522,2,2,6,0,4.0,4.0,0.0,0,phishing
0,1,0,0,0,0,0,0,1,1,0,0,0,0,36,2,0,0,0,0,0,0.0,0,8,16,0,12.0,12.0,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0,0,0,1,0.0,4,3,15,0,9.0,9.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,2,0,0,0,1,0.0,3,3,8,7,4.142857143,5.5,3.6,0,legitimate
0,0,0,0,1,0,0,0,0,0,0,0,0,0,101,2,0,1,2,3,0,0.0,0,3,19,19,7.272727273,3.0,7.7,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,1,0.0,4,3,11,6,5.2,7.0,4.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0.093023256,0,4,10,0,7.0,7.0,0.0,1,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0.0,0,5,5,0,5.0,5.0,0.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,3,3,0,0,0,1,0.071428571,3,3,9,9,3.714285714,3.0,4.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,1,3,0,0,0,0,0.0,1,11,11,7,7.0,11.0,6.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,3,3,0,0,0,1,0.0,3,2,6,4,3.75,3.8,3.666666667,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0.0,1,15,15,8,8.5,15.0,6.333333333,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,1,1,1,0,1,0,0.0,0,3,5,1,3.0,4.0,1.0,0,phishing
0,0,0,0,0,0,0,0,1,1,0,0,0,0,49,2,2,0,0,0,1,0.020408163,3,3,8,8,4.428571429,5.0,4.2,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,3,1,0,0,0,0,0.020833333,2,7,13,6,6.6,10.0,4.333333333,0,legitimate
0,1,0,0,1,0,0,1,0,0,0,0,0,0,108,4,1,1,0,0,1,0.037037037,4,3,23,23,7.166666667,10.0,6.6,3,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0.0,2,17,17,5,8.666666667,17.0,4.5,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,4,3,0,0,0,1,0.0,4,3,10,10,6.444444444,6.0,6.571428571,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,2,1,0,0,0,1,0.0,3,3,9,6,5.5,6.0,5.0,0,legitimate
0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,2,1,0,0,0,1,0.0,4,3,6,0,4.666666667,4.666666667,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,2,0,0,0,0,0,0.060606061,2,3,10,10,6.0,4.0,10.0,1,phishing
0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,3,0,0,0,0,1,0.0,3,3,3,0,3.0,3.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,5,0,0,0,1,0.0,3,3,10,9,6.333333333,6.5,6.285714286,0,legitimate
1,0,0,0,0,0,0,0,0,0,0,0,0,0,342,5,6,0,5,4,1,0.415204678,17,3,34,34,9.9,5.5,10.21428571,1,phishing
0,0,0,0,0,0,0,1,0,0,0,0,0,0,38,2,1,0,0,0,0,0.131578947,1,6,9,0,7.666666667,7.666666667,0.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,2,5,0,0,0,1,0.0,3,3,14,7,6.0,8.5,5.285714286,2,legitimate
0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,2,0,0,0,0,1,0.0,3,3,7,4,4.5,5.0,4.0,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,67,3,1,0,0,0,1,0.0,5,3,9,9,5.333333333,6.0,5.142857143,0,phishing
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0.051282051,0,5,9,9,6.0,6.5,5.5,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,1,0.0,3,3,7,0,5.0,5.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,1,0.0,4,3,10,0,6.5,6.5,0.0,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,0,0,0.128205128,0,3,6,6,3.666666667,3.0,3.8,0,legitimate
1,1,0,0,0,0,0,1,0,0,0,0,0,2,62,3,1,0,0,0,1,0.35483871,5,3,32,32,9.6,4.0,32.0,0,phishing
0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,2,1,0,0,0,0,0.0,1,9,9,6,5.2,9.0,4.25,2,phishing
0,0,0,0,0,0,0,0,1,1,0,0,0,0,40,2,0,0,0,0,0,0.0,0,8,18,0,13.0,13.0,0.0,0,phishing
0,1,0,0,0,0,0,1,0,0,0,0,0,0,51,3,2,0,0,0,1,0.0,3,3,9,7,5.833333333,6.666666667,5.0,0,legitimate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,2,3,0,0,0,1,0.06779661,3,3,8,8,5.125,4.0,5.5,0,legitimate
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,1,0.0,3,3,12,8,5.5,7.5,4.5,0,legitimate
0,1,0,0,0,0,0,1,0,0,0,0,0,0,52,2,1,0,0,0,1,0.057692308,3,2,18,18,9.25,6.333333333,18.0,0,phishing
0,1,0,0,1,0,0,1,0,0,0,0,0,0,43,2,1,0,0,0,0,0.0,0,11,11,7,5.6,11.0,4.25,0,phishing
0,1,0,0,1,1,0,0,0,1,0,0,0,0,94,3,4,0,0,0,0,0.127659574,6,8,30,7,7.5,19.0,4.625,0,phishing
0,1,0,0,1,0,0,0,0,0,0,0,0,0,60,4,0,0,0,0,1,0.0,4,3,15,15,7.333333333,5.0,8.5,0,legitimate
0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0.0,0,6,6,0,6.0,6.0,0.0,0,legitimate
0,0,0,0,0,0,0,0,1,0,0,0,0,0,204,2,1,1,0,2,0,0.132352941,2,7,65,65,16.45454545,11.0,17.66666667,1,phishing
1,0,0,0,1,0,0,0,1,1,0,0,0,0,94,7,0,0,0,0,0,0.159574468,2,5,19,19,7.3,6.0,7.857142857,1,phishing
0,1,0,0,0,1,0,1,0,0,0,0,0,0,41,4,1,0,0,0,0,0.0,1,3,7,0,5.2,5.2,0.0,0,phishing
